SubscriptionGuid,ResourceGroup,ResourceLocation,UsageDateTime,MeterCategory,MeterSubCategory,MeterId,MeterName,MeterRegion,UsageQuantity,ResourceRate,PreTaxCost,ConsumedService,ResourceType,InstanceId,Tags,OfferId,AdditionalInfo,ServiceInfo1,ServiceInfo2,ServiceName,ServiceTier,Currency,UnitOfMeasure
bcd57539-f003-479c-b3ec-4b1d3d0ab27f,rg-prod-1,East US,2023-03-29 19:19:00,Network,CDN,meter-network-1961,CDN - East US,East US,644.44,0.3974,256.1005,Microsoft.Network,Microsoft.Web/sites,instance-99475,"{""Environment"": ""Test"", ""Owner"": ""team-data"", ""Project"": ""project-9"", ""CostCenter"": ""CC-777""}",MS-AZR-5537,Additional info for Network,Service info 1 - 3,Service info 2 - 14,Azure CDN,Basic,USD,1 GB
0332e609-ea4d-46dd-9a5d-e503cc219ed0,rg-shared-1,East US,2023-09-20 09:05:00,Storage,Archive Storage,meter-storage-2055,Archive Storage - East US,East US,5558.84,0.0854,474.7249,Microsoft.Storage,Microsoft.Sql/servers,instance-31217,"{""Environment"": ""Production"", ""Owner"": ""team-devops"", ""Project"": ""project-3"", ""CostCenter"": ""CC-699""}",MS-AZR-1933,Additional info for Storage,Service info 1 - 60,Service info 2 - 86,Azure Archive Storage,Premium,USD,1 GB-Month
059bbcc2-7ef4-4581-9a1c-78e1e349e1fc,rg-prod-3,East US,2023-09-08 06:46:00,Analytics,Power BI,meter-analytics-6486,Power BI - East US,East US,954.07,0.4034,384.8718,Microsoft.Analytics,Microsoft.Storage/storageAccounts,instance-91791,"{""Environment"": ""Test"", ""Owner"": ""team-frontend"", ""Project"": ""project-9"", ""CostCenter"": ""CC-209""}",MS-AZR-7812,Additional info for Analytics,Service info 1 - 25,Service info 2 - 91,Azure Power BI,Consumption,USD,1 TB
c58342e7-b9e6-4562-b3aa-a8560a80a537,rg-test-2,East US,2023-03-06 14:09:00,Storage,Archive Storage,meter-storage-9880,Archive Storage - East US,East US,6282.49,0.0851,534.6399,Microsoft.Storage,Microsoft.Web/sites,instance-75329,"{""Environment"": ""Development"", ""Owner"": ""team-frontend"", ""Project"": ""project-6"", ""CostCenter"": ""CC-448""}",MS-AZR-4917,Additional info for Storage,Service info 1 - 68,Service info 2 - 56,Azure Archive Storage,Standard,USD,1 Core
e49d5ad0-39ae-4ea4-affe-14f66982661a,rg-database-6,East US,2023-01-03 20:09:00,Database,Cosmos DB,meter-database-6286,Cosmos DB - East US,East US,29.42,0.6939,26.5389,Microsoft.Database,Microsoft.KeyVault/vaults,instance-95056,"{""Environment"": ""Development"", ""Owner"": ""team-data"", ""Project"": ""project-7"", ""CostCenter"": ""CC-353""}",MS-AZR-4931,Additional info for Database,Service info 1 - 43,Service info 2 - 29,Azure Cosmos DB,Premium,USD,1 API Call
61f043e9-dbea-4fee-8f5b-32d67dfbba0d,rg-shared-1,East US,2023-02-16 22:08:00,Storage,Blob Storage,meter-storage-9173,Blob Storage - East US,East US,6714.2,0.0829,556.6072,Microsoft.Storage,Microsoft.Sql/servers,instance-38977,"{""Environment"": ""Production"", ""Owner"": ""team-backend"", ""Project"": ""project-3"", ""CostCenter"": ""CC-716""}",MS-AZR-2966,Additional info for Storage,Service info 1 - 52,Service info 2 - 49,Azure Blob Storage,Consumption,USD,1 Unit
28559192-2f03-406c-9db7-06375c051897,rg-test-2,East US,2023-11-25 21:04:00,Management,Site Recovery,meter-management-9894,Site Recovery - East US,East US,895.04,0.3174,258.518,Microsoft.Management,Microsoft.CognitiveServices/accounts,instance-20758,"{""Environment"": ""Staging"", ""Owner"": ""team-frontend"", ""Project"": ""project-10"", ""CostCenter"": ""CC-447""}",MS-AZR-5966,Additional info for Management,Service info 1 - 65,Service info 2 - 82,Azure Site Recovery,Standard,USD,1 GB-Month
b03201d2-bb26-4153-8413-ac2473478cc5,rg-test-2,East US,2023-07-15 04:54:00,Network,Application Gateway,meter-network-3625,Application Gateway - East US,East US,289.9,0.1749,39.0417,Microsoft.Network,Microsoft.Network/loadBalancers,instance-25520,"{""Environment"": ""Test"", ""Owner"": ""team-frontend"", ""Project"": ""project-1"", ""CostCenter"": ""CC-109""}",MS-AZR-3865,Additional info for Network,Service info 1 - 20,Service info 2 - 38,Azure Application Gateway,Standard,USD,1 Core
3021df26-0301-45f2-b744-42d4b8f6004d,rg-prod-1,East US,2023-10-18 13:27:00,Storage,Data Lake,meter-storage-6431,Data Lake - East US,East US,5405.73,0.0372,201.0932,Microsoft.Storage,Microsoft.Compute/virtualMachines,instance-73451,"{""Environment"": ""Production"", ""Owner"": ""team-data"", ""Project"": ""project-2"", ""CostCenter"": ""CC-150""}",MS-AZR-1448,Additional info for Storage,Service info 1 - 98,Service info 2 - 78,Azure Data Lake,Basic,USD,1 Unit
c613140c-eed0-4f1c-8be3-5d6c3e8f9e9b,rg-prod-3,East US,2023-07-09 16:05:00,Security,Key Vault,meter-security-3778,Key Vault - East US,East US,18.61,0.9459,13.5545,Microsoft.Security,Microsoft.Sql/servers,instance-13928,"{""Environment"": ""Development"", ""Owner"": ""team-devops"", ""Project"": ""project-6"", ""CostCenter"": ""CC-807""}",MS-AZR-3524,Additional info for Security,Service info 1 - 30,Service info 2 - 69,Azure Key Vault,Premium,USD,1 GB-Month
6dcdecf8-9d86-46d2-bbf7-b59a9cfe15c2,rg-security-2,East US,2023-05-16 20:48:00,Security,Azure AD,meter-security-6535,Azure AD - East US,East US,30.31,1.7857,54.1246,Microsoft.Security,Microsoft.Compute/virtualMachines,instance-21616,"{""Environment"": ""Development"", ""Owner"": ""team-frontend"", ""Project"": ""project-4"", ""CostCenter"": ""CC-533""}",MS-AZR-9497,Additional info for Security,Service info 1 - 64,Service info 2 - 83,Azure Azure AD,Consumption,USD,1 Instance
b30dc627-5bce-4dc1-bdc2-7891b96a2bf2,rg-shared-1,East US,2023-09-22 22:42:00,Management,Log Analytics,meter-management-1683,Log Analytics - East US,East US,985.13,0.3406,335.5353,Microsoft.Management,Microsoft.Network/loadBalancers,instance-71102,"{""Environment"": ""Staging"", ""Owner"": ""team-devops"", ""Project"": ""project-7"", ""CostCenter"": ""CC-345""}",MS-AZR-3951,Additional info for Management,Service info 1 - 51,Service info 2 - 18,Azure Log Analytics,Standard,USD,1 TB-Month
97468f2b-8527-42c1-8309-b6941e6802f5,rg-shared-3,East US,2023-07-19 20:30:00,Security,Azure AD,meter-security-5431,Azure AD - East US,East US,70.18,0.962,74.2645,Microsoft.Security,Microsoft.ContainerService/managedClusters,instance-32998,"{""Environment"": ""Test"", ""Owner"": ""team-data"", ""Project"": ""project-4"", ""CostCenter"": ""CC-604""}",MS-AZR-3787,Additional info for Security,Service info 1 - 14,Service info 2 - 55,Azure Azure AD,Free,USD,1 TB-Month
86aa8458-d6ee-4d42-bd37-1ab3c1b34537,rg-dev-1,East US,2023-07-09 15:34:00,Database,MySQL,meter-database-6127,MySQL - East US,East US,3.36,1.9566,5.0621,Microsoft.Database,Microsoft.Compute/virtualMachines,instance-46497,"{""Environment"": ""Production"", ""Owner"": ""team-data"", ""Project"": ""project-2"", ""CostCenter"": ""CC-322""}",MS-AZR-4420,Additional info for Database,Service info 1 - 97,Service info 2 - 92,Azure MySQL,Consumption,USD,1 Hour
990fa0bb-1715-44d8-98db-07007d7e8465,rg-database-7,South Central US,2023-12-20 03:20:00,Database,SQL Database,meter-database-1550,SQL Database - South Central US,South Central US,63.95,4.5404,377.4662,Microsoft.Database,Microsoft.Compute/virtualMachines,instance-60749,"{""Environment"": ""Test"", ""Owner"": ""team-devops"", ""Project"": ""project-8"", ""CostCenter"": ""CC-243""}",MS-AZR-7700,Additional info for Database,Service info 1 - 78,Service info 2 - 53,Azure SQL Database,Standard,USD,1 vCPU
e2cc1a79-b379-4511-a494-36786f188fc7,rg-security-8,South Central US,2023-05-29 10:46:00,Security,Defender,meter-security-8824,Defender - South Central US,South Central US,69.0,0.1024,7.0656,Microsoft.Security,Microsoft.Sql/servers,instance-10316,"{""Environment"": ""Staging"", ""Owner"": ""team-frontend"", ""Project"": ""project-9"", ""CostCenter"": ""CC-744""}",MS-AZR-6490,Additional info for Security,Service info 1 - 78,Service info 2 - 58,Azure Defender,Free,USD,1 API Call
77af311c-4cd5-4360-b3ab-b1f2d78dabaf,rg-prod-4,East US,2023-08-12 14:51:00,Storage,Blob Storage,meter-storage-5173,Blob Storage - East US,East US,8820.9,0.0029,19.6971,Microsoft.Storage,Microsoft.ContainerService/managedClusters,instance-21691,"{""Environment"": ""Development"", ""Owner"": ""team-frontend"", ""Project"": ""project-10"", ""CostCenter"": ""CC-322""}",MS-AZR-8838,Additional info for Storage,Service info 1 - 29,Service info 2 - 97,Azure Blob Storage,Consumption,USD,1 Instance
98b19287-6df2-417e-8055-100223021718,rg-prod-2,East US,2023-06-21 07:45:00,Analytics,Power BI,meter-analytics-7030,Power BI - East US,East US,178.69,0.5829,114.5742,Microsoft.Analytics,Microsoft.Web/sites,instance-90184,"{""Environment"": ""Test"", ""Owner"": ""team-data"", ""Project"": ""project-3"", ""CostCenter"": ""CC-135""}",MS-AZR-6744,Additional info for Analytics,Service info 1 - 46,Service info 2 - 60,Azure Power BI,Standard,USD,1 GB-Hour
c95f8852-9b94-4d21-b7cf-0ac305ff98ae,rg-prod-5,East US,2023-12-23 10:09:00,AI/ML,Speech Services,meter-ai/ml-9210,Speech Services - East US,East US,5008.51,2.1422,9763.5994,Microsoft.AI/ML,Microsoft.Storage/storageAccounts,instance-42790,"{""Environment"": ""Test"", ""Owner"": ""team-backend"", ""Project"": ""project-3"", ""CostCenter"": ""CC-954""}",MS-AZR-1362,Additional info for AI/ML,Service info 1 - 86,Service info 2 - 33,Azure Speech Services,Consumption,USD,1 vCPU
bdcc9208-a511-4d68-bf28-56366f312efd,rg-shared-1,East US,2023-05-22 11:08:00,AI/ML,Speech Services,meter-ai/ml-9278,Speech Services - East US,East US,1819.29,0.4049,736.6305,Microsoft.AI/ML,Microsoft.Sql/servers,instance-26397,"{""Environment"": ""Development"", ""Owner"": ""team-backend"", ""Project"": ""project-7"", ""CostCenter"": ""CC-625""}",MS-AZR-4544,Additional info for AI/ML,Service info 1 - 43,Service info 2 - 30,Azure Speech Services,Premium,USD,1 API Call
10deeabe-69f9-48c4-9089-73db0d0df953,rg-analytics-3,East US,2023-03-26 03:44:00,Analytics,Synapse,meter-analytics-6244,Synapse - East US,East US,77.82,0.0755,4.1128,Microsoft.Analytics,Microsoft.KeyVault/vaults,instance-17249,"{""Environment"": ""Staging"", ""Owner"": ""team-frontend"", ""Project"": ""project-2"", ""CostCenter"": ""CC-935""}",MS-AZR-6515,Additional info for Analytics,Service info 1 - 19,Service info 2 - 86,Azure Synapse,Basic,USD,1 GB-Second
ba59dcbb-e41a-4d1b-b64d-e244b7883efa,rg-dev-2,East US,2023-01-28 23:58:00,Database,MySQL,meter-database-5484,MySQL - East US,East US,43.07,2.2334,87.5352,Microsoft.Database,Microsoft.Web/sites,instance-74688,"{""Environment"": ""Development"", ""Owner"": ""team-devops"", ""Project"": ""project-8"", ""CostCenter"": ""CC-391""}",MS-AZR-9593,Additional info for Database,Service info 1 - 19,Service info 2 - 5,Azure MySQL,Basic,USD,1 Transaction
aa4b6470-1619-4e8c-94cf-3d0fce86ee04,rg-shared-3,East US,2023-10-12 02:49:00,Network,Load Balancer,meter-network-6178,Load Balancer - East US,East US,568.73,0.3353,190.6952,Microsoft.Network,Microsoft.Sql/servers,instance-80855,"{""Environment"": ""Development"", ""Owner"": ""team-backend"", ""Project"": ""project-6"", ""CostCenter"": ""CC-835""}",MS-AZR-5846,Additional info for Network,Service info 1 - 79,Service info 2 - 40,Azure Load Balancer,Standard,USD,1 TB
470323c7-f085-48d1-9a40-7c5aa29e7bbf,rg-dev-3,East US,2023-01-27 12:16:00,Compute,Virtual Machines,meter-compute-7770,Virtual Machines - East US,East US,414.7,0.8476,456.9496,Microsoft.Compute,Microsoft.KeyVault/vaults,instance-22018,"{""Environment"": ""Staging"", ""Owner"": ""team-devops"", ""Project"": ""project-7"", ""CostCenter"": ""CC-589""}",MS-AZR-7495,Additional info for Compute,Service info 1 - 16,Service info 2 - 98,Azure Virtual Machines,Standard,USD,1 vCPU
b34d4a28-b6d9-4828-948e-a3b2adfbd3f0,rg-dev-3,East US,2023-09-14 08:04:00,AI/ML,Speech Services,meter-ai/ml-7867,Speech Services - East US,East US,8058.21,1.2131,9775.4146,Microsoft.AI/ML,Microsoft.Compute/virtualMachines,instance-11257,"{""Environment"": ""Development"", ""Owner"": ""team-data"", ""Project"": ""project-2"", ""CostCenter"": ""CC-504""}",MS-AZR-3048,Additional info for AI/ML,Service info 1 - 57,Service info 2 - 56,Azure Speech Services,Standard,USD,1 Transaction
67715d40-0f46-441e-b2c3-623d085299a7,rg-prod-1,East US,2023-08-11 22:51:00,Analytics,Power BI,meter-analytics-8315,Power BI - East US,East US,100.8,0.3961,43.9196,Microsoft.Analytics,Microsoft.Sql/servers,instance-77664,"{""Environment"": ""Production"", ""Owner"": ""team-backend"", ""Project"": ""project-6"", ""CostCenter"": ""CC-873""}",MS-AZR-3720,Additional info for Analytics,Service info 1 - 39,Service info 2 - 63,Azure Power BI,Free,USD,1 GB-Month
cfa144a5-236d-4f13-864b-87d539e4f600,rg-prod-1,East US,2023-05-19 20:22:00,Security,Azure AD,meter-security-8764,Azure AD - East US,East US,33.66,0.5033,16.9411,Microsoft.Security,Microsoft.Storage/storageAccounts,instance-66209,"{""Environment"": ""Test"", ""Owner"": ""team-frontend"", ""Project"": ""project-7"", ""CostCenter"": ""CC-163""}",MS-AZR-8536,Additional info for Security,Service info 1 - 38,Service info 2 - 64,Azure Azure AD,Standard,USD,1 GB-Second
4a2b56de-07da-436e-b92c-54adee1c5080,rg-shared-3,East US,2023-02-02 17:06:00,Database,SQL Database,meter-database-6536,SQL Database - East US,East US,64.04,4.012,256.9285,Microsoft.Database,Microsoft.KeyVault/vaults,instance-19986,"{""Environment"": ""Test"", ""Owner"": ""team-data"", ""Project"": ""project-2"", ""CostCenter"": ""CC-496""}",MS-AZR-8890,Additional info for Database,Service info 1 - 64,Service info 2 - 4,Azure SQL Database,Basic,USD,1 Node
dfb16e17-500e-4430-be05-4fdd73b42189,rg-analytics-7,East US,2023-08-18 14:38:00,Analytics,Synapse,meter-analytics-1265,Synapse - East US,East US,126.33,0.1744,24.2352,Microsoft.Analytics,Microsoft.KeyVault/vaults,instance-26933,"{""Environment"": ""Staging"", ""Owner"": ""team-devops"", ""Project"": ""project-7"", ""CostCenter"": ""CC-806""}",MS-AZR-3140,Additional info for Analytics,Service info 1 - 26,Service info 2 - 29,Azure Synapse,Free,USD,1 Node
506e6621-5106-4aca-94cc-d80e24cc8823,rg-ai/ml-2,East US,2023-02-11 14:01:00,AI/ML,Speech Services,meter-ai/ml-6519,Speech Services - East US,East US,6548.45,2.9202,13385.9486,Microsoft.AI/ML,Microsoft.Web/sites,instance-56697,"{""Environment"": ""Test"", ""Owner"": ""team-data"", ""Project"": ""project-6"", ""CostCenter"": ""CC-338""}",MS-AZR-3534,Additional info for AI/ML,Service info 1 - 52,Service info 2 - 13,Azure Speech Services,Standard,USD,1 GB-Hour
d667316d-591f-4b81-88a5-abbe87c4ad55,rg-shared-3,East US,2023-02-13 02:32:00,Security,Defender,meter-security-4935,Defender - East US,East US,98.63,0.208,20.515,Microsoft.Security,Microsoft.CognitiveServices/accounts,instance-99844,"{""Environment"": ""Development"", ""Owner"": ""team-frontend"", ""Project"": ""project-10"", ""CostCenter"": ""CC-258""}",MS-AZR-6653,Additional info for Security,Service info 1 - 96,Service info 2 - 80,Azure Defender,Standard,USD,1 Unit
ba17ac5a-38fc-4a9f-ba52-859382aacd5d,rg-prod-4,East US,2023-09-25 12:55:00,Compute,Container Instances,meter-compute-7387,Container Instances - East US,East US,579.29,1.4281,827.284,Microsoft.Compute,Microsoft.KeyVault/vaults,instance-37940,"{""Environment"": ""Production"", ""Owner"": ""team-data"", ""Project"": ""project-3"", ""CostCenter"": ""CC-362""}",MS-AZR-8976,Additional info for Compute,Service info 1 - 87,Service info 2 - 11,Azure Container Instances,Consumption,USD,1 Transaction
e5a2928e-78b9-4a97-9dc5-c34daa4a3a83,rg-shared-1,East US,2023-11-06 05:54:00,Security,Security Center,meter-security-7847,Security Center - East US,East US,58.24,1.5571,117.8912,Microsoft.Security,Microsoft.KeyVault/vaults,instance-60408,"{""Environment"": ""Staging"", ""Owner"": ""team-frontend"", ""Project"": ""project-10"", ""CostCenter"": ""CC-171""}",MS-AZR-3634,Additional info for Security,Service info 1 - 54,Service info 2 - 97,Azure Security Center,Free,USD,1 API Call
f3dc0bce-7175-41d6-9800-dc086d1652c1,rg-dev-1,East US,2023-11-15 04:36:00,Analytics,Synapse,meter-analytics-7100,Synapse - East US,East US,759.28,0.1219,120.3231,Microsoft.Analytics,Microsoft.Network/loadBalancers,instance-61625,"{""Environment"": ""Test"", ""Owner"": ""team-backend"", ""Project"": ""project-10"", ""CostCenter"": ""CC-654""}",MS-AZR-9220,Additional info for Analytics,Service info 1 - 33,Service info 2 - 80,Azure Synapse,Premium,USD,1 TB-Month
47eeda14-022a-4801-8030-320facd7159e,rg-shared-2,East US,2023-03-26 14:48:00,Security,Key Vault,meter-security-2288,Key Vault - East US,East US,96.41,0.7963,53.7399,Microsoft.Security,Microsoft.KeyVault/vaults,instance-76779,"{""Environment"": ""Staging"", ""Owner"": ""team-backend"", ""Project"": ""project-8"", ""CostCenter"": ""CC-236""}",MS-AZR-1114,Additional info for Security,Service info 1 - 68,Service info 2 - 50,Azure Key Vault,Free,USD,1 GB-Hour
95fa44c8-0b2d-41f0-b864-f5a18ab7a609,rg-network-3,East US,2023-01-15 04:12:00,Network,VPN Gateway,meter-network-6673,VPN Gateway - East US,East US,202.12,0.257,47.2698,Microsoft.Network,Microsoft.Network/loadBalancers,instance-62075,"{""Environment"": ""Test"", ""Owner"": ""team-frontend"", ""Project"": ""project-3"", ""CostCenter"": ""CC-559""}",MS-AZR-6120,Additional info for Network,Service info 1 - 64,Service info 2 - 34,Azure VPN Gateway,Basic,USD,1 Hour
8a7b5d6b-5a44-4bf9-a5c9-4eb82f02d9d1,rg-dev-1,East US,2023-04-18 05:00:00,Storage,Archive Storage,meter-storage-1542,Archive Storage - East US,East US,5215.02,0.0402,209.6438,Microsoft.Storage,Microsoft.Compute/virtualMachines,instance-39654,"{""Environment"": ""Staging"", ""Owner"": ""team-frontend"", ""Project"": ""project-7"", ""CostCenter"": ""CC-510""}",MS-AZR-1971,Additional info for Storage,Service info 1 - 38,Service info 2 - 78,Azure Archive Storage,Free,USD,1 vCPU
164552c7-f0a5-40e1-aff6-7374593d637d,rg-dev-2,East US,2023-07-28 13:51:00,Security,Defender,meter-security-2206,Defender - East US,East US,1.78,1.3716,2.6855,Microsoft.Security,Microsoft.Storage/storageAccounts,instance-73776,"{""Environment"": ""Test"", ""Owner"": ""team-data"", ""Project"": ""project-6"", ""CostCenter"": ""CC-379""}",MS-AZR-6623,Additional info for Security,Service info 1 - 41,Service info 2 - 100,Azure Defender,Consumption,USD,1 TB-Month
f1250136-aa24-4c6c-bd67-dd8624f94944,rg-shared-2,East US,2023-01-03 05:29:00,Network,Load Balancer,meter-network-1553,Load Balancer - East US,East US,284.28,0.4223,156.0668,Microsoft.Network,Microsoft.Compute/virtualMachines,instance-31854,"{""Environment"": ""Test"", ""Owner"": ""team-devops"", ""Project"": ""project-9"", ""CostCenter"": ""CC-895""}",MS-AZR-3862,Additional info for Network,Service info 1 - 35,Service info 2 - 28,Azure Load Balancer,Standard,USD,1 Unit
