UsageDateTime,MeterCategory,PreTaxCost,UsageQuantity,Year,Month,Day,DayOfWeek,DayOfYear,IsWeekend
2023-01-07,Analytics,6432.6894999999995,11596.8,2023,1,7,5,7,1
2023-01-07,Compute,9182.8671,8298.74,2023,1,7,5,7,1
2023-01-07,Database,2912.1961,1151.3899999999999,2023,1,7,5,7,1
2023-01-07,Management,1634.5834,7613.2,2023,1,7,5,7,1
2023-01-07,Network,2340.7922,10872.880000000001,2023,1,7,5,7,1
2023-01-07,Security,625.005,510.3,2023,1,7,5,7,1
2023-01-07,Storage,5043.77,101947.89,2023,1,7,5,7,1
2023-01-08,AI/ML,82126.2284,60128.92,2023,1,8,6,8,1
2023-01-08,Analytics,2683.4074,6919.86,2023,1,8,6,8,1
2023-01-08,Compute,12894.0649,11963.89,2023,1,8,6,8,1
2023-01-08,Database,2065.2318,851.16,2023,1,8,6,8,1
2023-01-08,Management,782.3305,3713.06,2023,1,8,6,8,1
2023-01-08,Network,2475.8445,11364.25,2023,1,8,6,8,1
2023-01-08,Security,925.6863,936.29,2023,1,8,6,8,1
2023-01-08,Storage,3525.165,64935.89,2023,1,8,6,8,1
2023-01-09,AI/ML,191621.7134,98924.3,2023,1,9,0,9,0
2023-01-09,Analytics,4445.8554,5285.45,2023,1,9,0,9,0
2023-01-09,Compute,13548.8328,9901.119999999999,2023,1,9,0,9,0
2023-01-09,Database,3117.1239,902.3,2023,1,9,0,9,0
2023-01-09,Management,2208.828,7148.44,2023,1,9,0,9,0
2023-01-09,Network,2272.1891,8124.86,2023,1,9,0,9,0
2023-01-09,Security,1273.623,932.0,2023,1,9,0,9,0
2023-01-09,Storage,3751.0780999999997,67678.95,2023,1,9,0,9,0
2023-01-10,AI/ML,208441.0939,100689.25,2023,1,10,1,10,0
2023-01-10,Analytics,3462.4402999999998,6213.37,2023,1,10,1,10,0
2023-01-10,Compute,10146.7992,8210.79,2023,1,10,1,10,0
2023-01-10,Database,4531.1838,1480.2,2023,1,10,1,10,0
2023-01-10,Management,2688.9562,10214.63,2023,1,10,1,10,0
2023-01-10,Network,2564.6174,7951.72,2023,1,10,1,10,0
2023-01-10,Security,1044.7417,583.5,2023,1,10,1,10,0
2023-01-10,Storage,4872.057,88354.92,2023,1,10,1,10,0
2023-01-11,AI/ML,154898.0955,64769.92,2023,1,11,2,11,0
2023-01-11,Analytics,4196.8781,5951.85,2023,1,11,2,11,0
2023-01-11,Compute,10087.471300000001,7085.7300000000005,2023,1,11,2,11,0
2023-01-11,Database,3713.9904,913.8499999999999,2023,1,11,2,11,0
2023-01-11,Management,1607.6222,6704.3,2023,1,11,2,11,0
2023-01-11,Network,1436.2214999999999,5390.4,2023,1,11,2,11,0
2023-01-11,Security,395.2709,277.91999999999996,2023,1,11,2,11,0
2023-01-11,Storage,10032.4902,134416.9,2023,1,11,2,11,0
2023-01-12,AI/ML,196025.551,98141.03,2023,1,12,3,12,0
2023-01-12,Analytics,4502.1929,8071.64,2023,1,12,3,12,0
2023-01-12,Compute,14598.5767,9386.94,2023,1,12,3,12,0
2023-01-12,Database,3947.8241000000003,1168.72,2023,1,12,3,12,0
2023-01-12,Management,4123.8413,12504.710000000001,2023,1,12,3,12,0
2023-01-12,Network,4057.3894,10817.55,2023,1,12,3,12,0
2023-01-12,Security,548.0468,588.49,2023,1,12,3,12,0
2023-01-12,Storage,6984.734,92126.6,2023,1,12,3,12,0
2023-01-13,AI/ML,113062.0895,58736.79,2023,1,13,4,13,0
2023-01-13,Analytics,6165.8996,10319.15,2023,1,13,4,13,0
2023-01-13,Compute,14502.984,11619.37,2023,1,13,4,13,0
2023-01-13,Database,2498.8449,846.59,2023,1,13,4,13,0
2023-01-13,Management,4052.4306,12173.54,2023,1,13,4,13,0
2023-01-13,Network,3371.7916,10332.3,2023,1,13,4,13,0
2023-01-13,Security,850.567,448.06,2023,1,13,4,13,0
2023-01-13,Storage,6804.9232,111525.46,2023,1,13,4,13,0
2023-01-14,AI/ML,107706.0762,90579.95,2023,1,14,5,14,1
2023-01-14,Analytics,4904.6332,8691.81,2023,1,14,5,14,1
2023-01-14,Compute,10556.021499999999,9816.25,2023,1,14,5,14,1
2023-01-14,Database,2167.8382,1000.56,2023,1,14,5,14,1
2023-01-14,Management,1601.8539,7025.8,2023,1,14,5,14,1
2023-01-14,Network,2777.865,12559.65,2023,1,14,5,14,1
2023-01-14,Security,743.5449,856.01,2023,1,14,5,14,1
2023-01-14,Storage,4235.6844,74580.07,2023,1,14,5,14,1
2023-01-15,AI/ML,117463.1345,77382.55,2023,1,15,6,15,1
2023-01-15,Analytics,3687.5816,9833.9,2023,1,15,6,15,1
2023-01-15,Compute,6313.9657,6770.92,2023,1,15,6,15,1
2023-01-15,Database,2463.8346,1209.79,2023,1,15,6,15,1
2023-01-15,Management,1192.9929,6914.17,2023,1,15,6,15,1
2023-01-15,Network,809.2716,4333.08,2023,1,15,6,15,1
2023-01-15,Security,834.9467,717.29,2023,1,15,6,15,1
2023-01-15,Storage,3302.657,78093.05,2023,1,15,6,15,1
2023-01-16,AI/ML,137708.6853,61946.04,2023,1,16,0,16,0
2023-01-16,Analytics,4291.0218,5356.28,2023,1,16,0,16,0
2023-01-16,Compute,11127.2188,9570.52,2023,1,16,0,16,0
2023-01-16,Database,1607.4202,601.87,2023,1,16,0,16,0
2023-01-16,Management,3555.5756,9355.62,2023,1,16,0,16,0
2023-01-16,Network,3191.3806,9924.27,2023,1,16,0,16,0
2023-01-16,Security,1307.6472,992.86,2023,1,16,0,16,0
2023-01-16,Storage,3809.6250999999997,50765.21,2023,1,16,0,16,0
2023-01-17,AI/ML,164945.8932,64685.65,2023,1,17,1,17,0
2023-01-17,Analytics,5584.9455,7821.25,2023,1,17,1,17,0
2023-01-17,Compute,9512.664,6620.15,2023,1,17,1,17,0
2023-01-17,Database,2636.4821,685.78,2023,1,17,1,17,0
2023-01-17,Management,1921.8086,7551.51,2023,1,17,1,17,0
2023-01-17,Network,2112.3512,7779.59,2023,1,17,1,17,0
2023-01-17,Security,746.4005,601.72,2023,1,17,1,17,0
2023-01-17,Storage,4132.09,75767.88,2023,1,17,1,17,0
2023-01-18,AI/ML,198278.3022,95341.16,2023,1,18,2,18,0
2023-01-18,Analytics,7036.1257,10968.9,2023,1,18,2,18,0
2023-01-18,Compute,19826.1051,13733.28,2023,1,18,2,18,0
2023-01-18,Database,1620.3953000000001,725.36,2023,1,18,2,18,0
2023-01-18,Management,2483.1369,9501.25,2023,1,18,2,18,0
2023-01-18,Network,2769.3317,8893.2,2023,1,18,2,18,0
2023-01-18,Security,1488.062,1402.35,2023,1,18,2,18,0
2023-01-18,Storage,3383.537,60215.85,2023,1,18,2,18,0
2023-01-19,AI/ML,98482.6168,54716.79,2023,1,19,3,19,0
2023-01-19,Analytics,6635.4494,10251.470000000001,2023,1,19,3,19,0
2023-01-19,Compute,11235.8978,7664.97,2023,1,19,3,19,0
2023-01-19,Database,3125.3977,768.3100000000001,2023,1,19,3,19,0
2023-01-19,Management,1595.7997,6422.24,2023,1,19,3,19,0
2023-01-19,Network,4683.7014,11178.08,2023,1,19,3,19,0
2023-01-19,Security,1226.0689,935.1,2023,1,19,3,19,0
2023-01-19,Storage,5066.3772,93851.38,2023,1,19,3,19,0
2023-01-20,AI/ML,188195.25,95007.68,2023,1,20,4,20,0
2023-01-20,Analytics,5986.3049,9895.44,2023,1,20,4,20,0
2023-01-20,Compute,11496.4777,8049.87,2023,1,20,4,20,0
2023-01-20,Database,2399.7511,702.82,2023,1,20,4,20,0
2023-01-20,Management,3925.7727,12479.25,2023,1,20,4,20,0
2023-01-20,Network,3140.8235,8991.03,2023,1,20,4,20,0
2023-01-20,Security,1224.6766,995.04,2023,1,20,4,20,0
2023-01-20,Storage,6580.9104,102799.26,2023,1,20,4,20,0
2023-01-21,AI/ML,62871.3647,50785.93,2023,1,21,5,21,1
2023-01-21,Analytics,2366.1162,6520.49,2023,1,21,5,21,1
2023-01-21,Compute,6463.6731,6596.09,2023,1,21,5,21,1
2023-01-21,Database,1402.6362,620.2,2023,1,21,5,21,1
2023-01-21,Management,1120.9913999999999,6954.83,2023,1,21,5,21,1
2023-01-21,Network,1879.7974,8274.67,2023,1,21,5,21,1
2023-01-21,Security,537.327,938.34,2023,1,21,5,21,1
2023-01-21,Storage,4190.201,70673.33,2023,1,21,5,21,1
2023-01-22,AI/ML,117732.8939,87943.92,2023,1,22,6,22,1
2023-01-22,Analytics,2898.9171,5017.32,2023,1,22,6,22,1
2023-01-22,Compute,7621.7533,8042.33,2023,1,22,6,22,1
2023-01-22,Database,1833.475,720.63,2023,1,22,6,22,1
2023-01-22,Management,2613.908,8948.45,2023,1,22,6,22,1
2023-01-22,Network,1613.2425,7409.97,2023,1,22,6,22,1
2023-01-22,Security,845.9061,1067.27,2023,1,22,6,22,1
2023-01-22,Storage,4536.1944,101400.56999999999,2023,1,22,6,22,1
2023-01-23,AI/ML,220818.2239,119678.8,2023,1,23,0,23,0
2023-01-23,Analytics,6151.9532,8988.630000000001,2023,1,23,0,23,0
2023-01-23,Compute,8139.077499999999,7829.11,2023,1,23,0,23,0
2023-01-23,Database,3667.4755,914.94,2023,1,23,0,23,0
2023-01-23,Management,3363.7237999999998,10326.02,2023,1,23,0,23,0
2023-01-23,Network,3573.9577,9617.8,2023,1,23,0,23,0
2023-01-23,Security,1350.9654,941.4,2023,1,23,0,23,0
2023-01-23,Storage,6288.3443,116996.33,2023,1,23,0,23,0
2023-01-24,AI/ML,150395.6543,68168.56,2023,1,24,1,24,0
2023-01-24,Analytics,6479.1776,8938.55,2023,1,24,1,24,0
2023-01-24,Compute,9150.786399999999,7786.45,2023,1,24,1,24,0
2023-01-24,Database,3523.0324,961.06,2023,1,24,1,24,0
2023-01-24,Management,1924.5677,7370.24,2023,1,24,1,24,0
2023-01-24,Network,4660.7384,10869.08,2023,1,24,1,24,0
2023-01-24,Security,1454.4305,1403.88,2023,1,24,1,24,0
2023-01-24,Storage,4041.4589,76535.56,2023,1,24,1,24,0
2023-01-25,AI/ML,179845.9338,92708.35,2023,1,25,2,25,0
2023-01-25,Analytics,4670.8202,6602.780000000001,2023,1,25,2,25,0
2023-01-25,Compute,12436.3922,8692.7,2023,1,25,2,25,0
2023-01-25,Database,4529.3621,1243.98,2023,1,25,2,25,0
2023-01-25,Management,2302.684,7334.39,2023,1,25,2,25,0
2023-01-25,Network,3526.7663000000002,9392.42,2023,1,25,2,25,0
2023-01-25,Security,773.0124000000001,609.59,2023,1,25,2,25,0
2023-01-25,Storage,7522.3918,106560.72,2023,1,25,2,25,0
2023-01-26,AI/ML,226501.86,102792.6,2023,1,26,3,26,0
2023-01-26,Analytics,4991.9556999999995,7610.67,2023,1,26,3,26,0
2023-01-26,Compute,10833.0577,7466.68,2023,1,26,3,26,0
2023-01-26,Database,3959.404,1049.87,2023,1,26,3,26,0
2023-01-26,Management,2251.7778,8310.69,2023,1,26,3,26,0
2023-01-26,Network,2909.0721,9213.4,2023,1,26,3,26,0
2023-01-26,Security,846.4045,771.77,2023,1,26,3,26,0
2023-01-26,Storage,2744.1374,42771.61,2023,1,26,3,26,0
2023-01-27,AI/ML,128183.4244,84958.16,2023,1,27,4,27,0
2023-01-27,Analytics,2700.6781,5189.41,2023,1,27,4,27,0
2023-01-27,Compute,8550.5385,7353.17,2023,1,27,4,27,0
2023-01-27,Database,2656.4644,1281.39,2023,1,27,4,27,0
2023-01-27,Management,2890.2904,7319.0199999999995,2023,1,27,4,27,0
2023-01-27,Network,3351.6734,10426.37,2023,1,27,4,27,0
2023-01-27,Security,786.8855,690.38,2023,1,27,4,27,0
2023-01-27,Storage,3029.9550999999997,71045.96,2023,1,27,4,27,0
2023-01-28,AI/ML,79979.6681,51055.05,2023,1,28,5,28,1
2023-01-28,Analytics,3550.8346,9283.66,2023,1,28,5,28,1
2023-01-28,Compute,8931.7461,9061.039999999999,2023,1,28,5,28,1
2023-01-28,Database,2626.4955999999997,1080.8799999999999,2023,1,28,5,28,1
2023-01-28,Management,2553.6654,9128.55,2023,1,28,5,28,1
2023-01-28,Network,1874.7739,8904.59,2023,1,28,5,28,1
2023-01-28,Security,780.7392,788.1999999999999,2023,1,28,5,28,1
2023-01-28,Storage,2159.6987,43939.37,2023,1,28,5,28,1
2023-01-29,AI/ML,75882.83899999999,66313.64,2023,1,29,6,29,1
2023-01-29,Analytics,3542.1802000000002,7622.04,2023,1,29,6,29,1
2023-01-29,Compute,5495.0138,10525.93,2023,1,29,6,29,1
2023-01-29,Database,1234.8915,565.46,2023,1,29,6,29,1
2023-01-29,Management,1878.0704,7430.12,2023,1,29,6,29,1
2023-01-29,Network,2713.5066,12836.02,2023,1,29,6,29,1
2023-01-29,Security,594.8114,732.33,2023,1,29,6,29,1
2023-01-29,Storage,2388.6068999999998,93587.37,2023,1,29,6,29,1
2023-01-30,AI/ML,223744.7678,101270.11,2023,1,30,0,30,0
2023-01-30,Analytics,5127.7358,7926.58,2023,1,30,0,30,0
2023-01-30,Compute,14293.4153,9594.130000000001,2023,1,30,0,30,0
2023-01-30,Database,2794.7146000000002,878.43,2023,1,30,0,30,0
2023-01-30,Management,1886.2097,5351.96,2023,1,30,0,30,0
2023-01-30,Network,2424.12,6476.39,2023,1,30,0,30,0
2023-01-30,Security,808.1269,579.91,2023,1,30,0,30,0
2023-01-30,Storage,7127.610000000001,99809.88,2023,1,30,0,30,0
2023-01-31,AI/ML,125016.78150000001,62446.65,2023,1,31,1,31,0
2023-01-31,Analytics,2308.2627,3905.28,2023,1,31,1,31,0
2023-01-31,Compute,19129.7064,11574.77,2023,1,31,1,31,0
2023-01-31,Database,3251.8503,949.5,2023,1,31,1,31,0
2023-01-31,Management,1924.3015,5326.4400000000005,2023,1,31,1,31,0
2023-01-31,Network,3638.5885,11423.05,2023,1,31,1,31,0
2023-01-31,Security,1421.5426,932.67,2023,1,31,1,31,0
2023-01-31,Storage,5220.938,82566.89,2023,1,31,1,31,0
2023-02-01,AI/ML,140434.8423,96574.31,2023,2,1,2,32,0
2023-02-01,Analytics,3110.9392,8839.67,2023,2,1,2,32,0
2023-02-01,Compute,7031.049,6814.39,2023,2,1,2,32,0
2023-02-01,Database,1853.1348,844.74,2023,2,1,2,32,0
2023-02-01,Management,1963.5162,10337.77,2023,2,1,2,32,0
2023-02-01,Network,1755.2396,7077.62,2023,2,1,2,32,0
2023-02-01,Security,922.7082,820.61,2023,2,1,2,32,0
2023-02-01,Storage,4669.3524,90016.46,2023,2,1,2,32,0
2023-02-02,AI/ML,133489.878,102010.01,2023,2,2,3,33,0
2023-02-02,Analytics,4173.7551,6421.01,2023,2,2,3,33,0
2023-02-02,Compute,7911.3577000000005,6416.29,2023,2,2,3,33,0
2023-02-02,Database,2170.4183,675.0,2023,2,2,3,33,0
2023-02-02,Management,2235.2494,8766.6,2023,2,2,3,33,0
2023-02-02,Network,1821.4608,7806.33,2023,2,2,3,33,0
2023-02-02,Security,707.5550000000001,640.94,2023,2,2,3,33,0
2023-02-02,Storage,4423.0677,97698.81999999999,2023,2,2,3,33,0
2023-02-03,AI/ML,165270.35820000002,94315.18,2023,2,3,4,34,0
2023-02-03,Analytics,6455.4474,12295.0,2023,2,3,4,34,0
2023-02-03,Compute,7947.4984,6996.07,2023,2,3,4,34,0
2023-02-03,Database,2536.6635,1132.81,2023,2,3,4,34,0
2023-02-03,Management,1612.2663,6427.07,2023,2,3,4,34,0
2023-02-03,Network,2738.5166,10910.23,2023,2,3,4,34,0
2023-02-03,Security,1358.157,1452.25,2023,2,3,4,34,0
2023-02-03,Storage,3362.3208,51323.89,2023,2,3,4,34,0
2023-02-04,AI/ML,67131.98849999999,57079.21,2023,2,4,5,35,1
2023-02-04,Analytics,2055.1792,7651.79,2023,2,4,5,35,1
2023-02-04,Compute,7546.6307,11634.04,2023,2,4,5,35,1
2023-02-04,Database,1918.6295,1017.14,2023,2,4,5,35,1
2023-02-04,Management,2181.2639,11868.11,2023,2,4,5,35,1
2023-02-04,Network,701.5830000000001,5324.22,2023,2,4,5,35,1
2023-02-04,Security,875.9822,1418.58,2023,2,4,5,35,1
2023-02-04,Storage,4494.7409,138339.13,2023,2,4,5,35,1
2023-02-05,AI/ML,57858.0665,61915.85,2023,2,5,6,36,1
2023-02-05,Analytics,3333.0326999999997,7386.54,2023,2,5,6,36,1
2023-02-05,Compute,10623.8983,13685.26,2023,2,5,6,36,1
2023-02-05,Database,1447.8064,743.8,2023,2,5,6,36,1
2023-02-05,Management,1907.4957,11251.76,2023,2,5,6,36,1
2023-02-05,Network,1884.7468,11400.59,2023,2,5,6,36,1
2023-02-05,Security,784.4947999999999,1113.22,2023,2,5,6,36,1
2023-02-05,Storage,2629.8149,83082.85,2023,2,5,6,36,1
2023-02-06,AI/ML,131007.696,77509.32,2023,2,6,0,37,0
2023-02-06,Analytics,3820.2957,8381.61,2023,2,6,0,37,0
2023-02-06,Compute,13136.107,12061.15,2023,2,6,0,37,0
2023-02-06,Database,2634.1639999999998,1028.8799999999999,2023,2,6,0,37,0
2023-02-06,Management,2838.0778999999998,11488.67,2023,2,6,0,37,0
2023-02-06,Network,2945.2779,10386.22,2023,2,6,0,37,0
2023-02-06,Security,892.0650999999999,974.88,2023,2,6,0,37,0
2023-02-06,Storage,2064.4501999999998,37511.4,2023,2,6,0,37,0
2023-02-07,AI/ML,152849.296,93911.11,2023,2,7,1,38,0
2023-02-07,Analytics,3308.7324,5273.23,2023,2,7,1,38,0
2023-02-07,Compute,15275.7862,14025.54,2023,2,7,1,38,0
2023-02-07,Database,2398.2414,1080.91,2023,2,7,1,38,0
2023-02-07,Management,2541.0522,7890.18,2023,2,7,1,38,0
2023-02-07,Network,1802.6149,6222.76,2023,2,7,1,38,0
2023-02-07,Security,852.7078,795.4,2023,2,7,1,38,0
2023-02-07,Storage,5741.9165,122956.42,2023,2,7,1,38,0
2023-02-08,AI/ML,161811.1084,114220.56,2023,2,8,2,39,0
2023-02-08,Analytics,3777.2594,6513.13,2023,2,8,2,39,0
2023-02-08,Compute,11706.505799999999,10252.869999999999,2023,2,8,2,39,0
2023-02-08,Database,1912.0949,680.62,2023,2,8,2,39,0
2023-02-08,Management,2967.2417,11946.8,2023,2,8,2,39,0
2023-02-08,Network,1849.616,7068.59,2023,2,8,2,39,0
2023-02-08,Security,907.4032,848.85,2023,2,8,2,39,0
2023-02-08,Storage,5623.0953,86213.92,2023,2,8,2,39,0
2023-02-09,AI/ML,90035.5512,39869.409999999996,2023,2,9,3,40,0
2023-02-09,Analytics,4018.2995,7571.639999999999,2023,2,9,3,40,0
2023-02-09,Compute,6521.1367,6129.18,2023,2,9,3,40,0
2023-02-09,Database,2344.6328,833.85,2023,2,9,3,40,0
2023-02-09,Management,2426.2952,10164.81,2023,2,9,3,40,0
2023-02-09,Network,2479.4432,7655.93,2023,2,9,3,40,0
2023-02-09,Security,1433.7361,1313.48,2023,2,9,3,40,0
2023-02-09,Storage,4570.4196,84253.41,2023,2,9,3,40,0
2023-02-10,AI/ML,125418.41589999999,74116.6,2023,2,10,4,41,0
2023-02-10,Analytics,2550.5507,4742.4800000000005,2023,2,10,4,41,0
2023-02-10,Compute,5171.098,5963.48,2023,2,10,4,41,0
2023-02-10,Database,2452.8062,993.39,2023,2,10,4,41,0
2023-02-10,Management,2644.3249,9597.65,2023,2,10,4,41,0
2023-02-10,Network,1939.9309,6813.73,2023,2,10,4,41,0
2023-02-10,Security,941.4064,877.98,2023,2,10,4,41,0
2023-02-10,Storage,3174.9012000000002,50279.15,2023,2,10,4,41,0
2023-02-11,AI/ML,104363.52799999999,82456.23,2023,2,11,5,42,1
2023-02-11,Analytics,4229.851,11739.86,2023,2,11,5,42,1
2023-02-11,Compute,6406.1119,8047.23,2023,2,11,5,42,1
2023-02-11,Database,1812.4983,925.57,2023,2,11,5,42,1
2023-02-11,Management,1094.9261,5149.4,2023,2,11,5,42,1
2023-02-11,Network,588.7072000000001,2751.35,2023,2,11,5,42,1
2023-02-11,Security,772.408,1276.16,2023,2,11,5,42,1
2023-02-11,Storage,2666.233,69933.65,2023,2,11,5,42,1
2023-02-12,AI/ML,91403.86439999999,102334.09999999999,2023,2,12,6,43,1
2023-02-12,Analytics,7189.1606,14618.9,2023,2,12,6,43,1
2023-02-12,Compute,8376.792300000001,12147.83,2023,2,12,6,43,1
2023-02-12,Database,2148.1929,1012.94,2023,2,12,6,43,1
2023-02-12,Management,1858.7284,10743.58,2023,2,12,6,43,1
2023-02-12,Network,1031.0695,6754.17,2023,2,12,6,43,1
2023-02-12,Security,406.1648,772.8,2023,2,12,6,43,1
2023-02-12,Storage,1963.0284,49959.35,2023,2,12,6,43,1
2023-02-13,AI/ML,175266.3663,119709.22,2023,2,13,0,44,0
2023-02-13,Analytics,4010.8824,7933.5199999999995,2023,2,13,0,44,0
2023-02-13,Compute,7139.3845,6411.8,2023,2,13,0,44,0
2023-02-13,Database,1211.0801000000001,431.73,2023,2,13,0,44,0
2023-02-13,Management,3663.2488,12043.98,2023,2,13,0,44,0
2023-02-13,Network,2452.2247,9131.64,2023,2,13,0,44,0
2023-02-13,Security,939.2901,1011.83,2023,2,13,0,44,0
2023-02-13,Storage,5127.9967,112003.97,2023,2,13,0,44,0
2023-02-14,AI/ML,91761.758,61091.4,2023,2,14,1,45,0
2023-02-14,Analytics,3711.1191,6549.1,2023,2,14,1,45,0
2023-02-14,Compute,10845.702,9414.3,2023,2,14,1,45,0
2023-02-14,Database,1358.1855,613.36,2023,2,14,1,45,0
2023-02-14,Management,2796.6049,10526.369999999999,2023,2,14,1,45,0
2023-02-14,Network,2111.0157,10548.58,2023,2,14,1,45,0
2023-02-14,Security,632.0825,854.9,2023,2,14,1,45,0
2023-02-14,Storage,4840.4699,88640.44,2023,2,14,1,45,0
2023-02-15,AI/ML,117777.0907,105898.14,2023,2,15,2,46,0
2023-02-15,Analytics,1825.4866,4826.15,2023,2,15,2,46,0
2023-02-15,Compute,7501.835599999999,5475.59,2023,2,15,2,46,0
2023-02-15,Database,2177.2367,842.51,2023,2,15,2,46,0
2023-02-15,Management,2050.5027,7396.599999999999,2023,2,15,2,46,0
2023-02-15,Network,2310.9505,8322.32,2023,2,15,2,46,0
2023-02-15,Security,1091.8994,1065.27,2023,2,15,2,46,0
2023-02-15,Storage,3741.3619,60849.12,2023,2,15,2,46,0
2023-02-16,AI/ML,112023.39289999999,67969.15000000001,2023,2,16,3,47,0
2023-02-16,Analytics,4382.1079,8106.33,2023,2,16,3,47,0
2023-02-16,Compute,8586.989300000001,8397.25,2023,2,16,3,47,0
2023-02-16,Database,2130.5861,735.05,2023,2,16,3,47,0
2023-02-16,Management,3026.9966,10042.97,2023,2,16,3,47,0
2023-02-16,Network,2538.1658,7408.5,2023,2,16,3,47,0
2023-02-16,Security,1195.2064,931.22,2023,2,16,3,47,0
2023-02-16,Storage,7807.0755,131814.66,2023,2,16,3,47,0
2023-02-17,AI/ML,104391.5194,69220.15,2023,2,17,4,48,0
2023-02-17,Analytics,6880.4589,12756.68,2023,2,17,4,48,0
2023-02-17,Compute,5400.3958,5390.97,2023,2,17,4,48,0
2023-02-17,Database,778.9163000000001,376.97,2023,2,17,4,48,0
2023-02-17,Management,914.0301,4128.86,2023,2,17,4,48,0
2023-02-17,Network,1492.1037000000001,7145.8099999999995,2023,2,17,4,48,0
2023-02-17,Security,612.5059,854.87,2023,2,17,4,48,0
2023-02-17,Storage,4886.8917,124124.24,2023,2,17,4,48,0
2023-02-18,AI/ML,52333.0444,74521.41,2023,2,18,5,49,1
2023-02-18,Analytics,1477.5084,3742.89,2023,2,18,5,49,1
2023-02-18,Compute,4670.6313,5388.87,2023,2,18,5,49,1
2023-02-18,Database,2038.1801,1302.17,2023,2,18,5,49,1
2023-02-18,Management,1696.864,9977.57,2023,2,18,5,49,1
2023-02-18,Network,599.7853,3148.84,2023,2,18,5,49,1
2023-02-18,Security,579.0778,899.05,2023,2,18,5,49,1
2023-02-18,Storage,3321.1706,91631.89,2023,2,18,5,49,1
2023-02-19,AI/ML,73155.4628,57300.74,2023,2,19,6,50,1
2023-02-19,Analytics,3793.6062,9092.77,2023,2,19,6,50,1
